,child,parent
6572,n12655351,n12654387
6573,n12655498,n12654387
6574,n12655605,n12654387
6575,n12655726,n12654387
6576,n12654387,n12653762
6577,n12654857,n12654659
6578,n12655062,n12654659
6579,n12654659,n12653762
6580,n12653762,n12653218
6581,n12656369,n12656229
6582,n12656528,n12656229
6583,n12656229,n12655869
6584,n12656685,n12655869
6585,n12656909,n12655869
6586,n12657082,n12655869
6587,n12657294,n12655869
6588,n12657509,n12655869
6589,n12657755,n12655869
6590,n12655869,n12653218
6591,n12653218,n13119870
6592,n13119870,n13103136
6593,n13103136,n13083586
6594,n13120958,n13083586
6595,n12477163,n12476510
6596,n12477401,n12476510
6597,n12477583,n12476510
6598,n12477747,n12476510
6599,n12477983,n12476510
6600,n12479689,n12479537
6601,n12479537,n12476510
6602,n12480004,n12476510
6603,n12481150,n12480895
6604,n12481289,n12480895
6605,n12481458,n12480895
6606,n12480895,n12476510
6607,n12476510,n13121104
6608,n13121104,n13083586
6609,n13121349,n13083586
6610,n11702252,n13121544
6611,n11715430,n11714853
6612,n11715678,n11714853
6613,n11715810,n11714853
6614,n11716041,n11714853
6615,n11716167,n11714853
6616,n11716422,n11714853
6617,n11716698,n11714853
6618,n11716877,n11714853
6619,n11717399,n11714853
6620,n11717577,n11714853
6621,n11718296,n11714853
6622,n11718681,n11714853
6623,n11714853,n13121544
6624,n11720891,n13121544
6625,n11787190,n13121544
6626,n11790390,n13121544
6627,n11790936,n11790788
6628,n11790788,n13121544
6629,n11791569,n13121544
6630,n11795049,n11794519
6631,n11795216,n11794519
6632,n11795580,n11794519
6633,n11796188,n11796005
6634,n11796005,n11794519
6635,n11796573,n11794519
6636,n11794519,n13121544
6637,n11898271,n13121544
6638,n12094401,n12094244
6639,n12094612,n12094244
6640,n12094244,n13121544
6641,n12096563,n12096395
6642,n12096674,n12096395
6643,n12096395,n13121544
6644,n12327022,n13121544
6645,n12348518,n12348294
6646,n12348635,n12348294
6647,n12348294,n13121544
6648,n12484784,n13121544
6649,n12609379,n13121544
6650,n12609968,n13121544
6651,n12610328,n13121544
6652,n12610740,n13121544
6653,n12611640,n13121544
6654,n12613408,n13121544
6655,n12613706,n13121544
6656,n12614096,n13121544
6657,n12614625,n12614477
6658,n12614763,n12614477
6659,n12614477,n13121544
6660,n12615232,n13121544
6661,n12616248,n12615710
6662,n12616442,n12615710
6663,n12616630,n12615710
6664,n12616996,n12615710
6665,n12618146,n12615710
6666,n12615710,n13121544
6667,n12618727,n13121544
6668,n12693865,n13121544
6669,n12797025,n12796849
6670,n12796849,n13121544
6671,n12891469,n13121544
6672,n11721642,n13122364
6673,n11722036,n13122364
6674,n11728099,n13122364
6675,n11743772,n11743294
6676,n11744011,n11743294
6677,n11744108,n11743294
6678,n11744251,n11743294
6679,n11744355,n11743294
6680,n11744471,n11743294
6681,n11743294,n13122364
6682,n11780930,n13122364
6683,n11786131,n13122364
6684,n11789066,n13122364
6685,n11792742,n13122364
6686,n11985321,n11985053
6687,n11985053,n13122364
6688,n12150722,n12150028
6689,n12150969,n12150028
6690,n12151170,n12150028
6691,n12151365,n12150028
6692,n12151615,n12150028
6693,n12152031,n12150028
6694,n12152251,n12150028
6695,n12152722,n12152532
6696,n12152532,n12150028
6697,n12153033,n12150028
6698,n12153224,n12150028
6699,n12153741,n12153580
6700,n12153914,n12153580
6701,n12154114,n12153580
6702,n12153580,n12150028
6703,n12150028,n13122364
6704,n12155773,n12155583
6705,n12156117,n12155583
6706,n12155583,n13122364
6707,n12298395,n12298165
6708,n12298637,n12298165
6709,n12298165,n13122364
6710,n12605872,n12605683
6711,n12605683,n13122364
6712,n12612709,n12612170
6713,n12612811,n12612170
6714,n12612170,n13122364
6715,n12617559,n13122364
6716,n12801781,n12801520
6717,n12801520,n13122364
6718,n12881105,n13122364
6719,n12890685,n13122364
6720,n12891093,n13122364
6721,n12945177,n13122364
6722,n12945366,n13122364
6723,n12945549,n13122364
6724,n13151975,n13122364
6725,n13122364,n13121544
6726,n13121544,n13083586
6727,n13128278,n13083586
6728,n12413419,n12412355
6729,n12413880,n12412355
6730,n12414159,n12412355
6731,n12414329,n12412355
6732,n12412355,n12411922
6733,n12413301,n12412606
6734,n12414035,n12412606
6735,n12414818,n12412606
6736,n12415595,n12412606
6737,n12412606,n12411922
6738,n12412850,n12411922
6739,n12413165,n12411922
6740,n12413642,n12411922
6741,n12414449,n12411922
6742,n12414602,n12411922
6743,n12414932,n12411922
6744,n12415089,n12411922
6745,n12415272,n12411922
6746,n12415401,n12411922
6747,n12411922,n12411461
6748,n12416073,n12411461
6749,n12416703,n12416423
6750,n12416423,n12411461
6751,n12417062,n12411461
6752,n12417382,n12411461
6753,n12417836,n12411461
6754,n12418221,n12411461
6755,n12411461,n13134302
6756,n12419394,n12419037
6757,n12421137,n12419037
6758,n12422559,n12419037
6759,n12419037,n13134302
6760,n12420722,n12420535
6761,n12420535,n13134302
6762,n12422129,n12421683
6763,n12422230,n12421683
6764,n12421683,n12421467
6765,n12421917,n12421467
6766,n12421467,n13134302
6767,n12426623,n12426248
6768,n12426749,n12426248
6769,n12426978,n12426248
6770,n12427184,n12426248
6771,n12427391,n12426248
6772,n12427566,n12426248
6773,n12427757,n12426248
6774,n12427946,n12426248
6775,n12428076,n12426248
6776,n12428242,n12426248
6777,n12428412,n12426248
6778,n12428587,n12426248
6779,n12428747,n12426248
6780,n12426248,n12425281
6781,n12429352,n12429148
6782,n12429148,n12425281
6783,n12429770,n12425281
6784,n12430471,n12430198
6785,n12430675,n12430198
6786,n12430198,n12425281
6787,n12432069,n12431861
6788,n12433769,n12431861
6789,n12435486,n12431861
6790,n12431861,n12431434
6791,n12432356,n12431434
6792,n12432574,n12431434
6793,n12432707,n12431434
6794,n12433178,n12432808
6795,n12433540,n12432808
6796,n12433952,n12432808
6797,n12434106,n12432808
6798,n12432808,n12431434
6799,n12434239,n12431434
6800,n12434483,n12431434
6801,n12434634,n12431434
6802,n12434775,n12431434
6803,n12434985,n12431434
6804,n12435152,n12431434
6805,n12435338,n12431434
6806,n12435649,n12431434
6807,n12435777,n12431434
6808,n12435965,n12431434
6809,n12436090,n12431434
6810,n12431434,n12425281
6811,n12438783,n12438571
6812,n12438571,n12425281
6813,n12439154,n12425281
6814,n12439626,n12425281
6815,n12439830,n12425281
6816,n12442548,n12441958
6817,n12442697,n12441958
6818,n12441958,n12425281
6819,n12444490,n12425281
6820,n12445628,n12445387
6821,n12445387,n12425281
6822,n12447581,n12446200
6823,n12447891,n12446200
6824,n12448136,n12446200
6825,n12448361,n12446200
6826,n12446200,n12425281
6827,n12446908,n12446519
6828,n12447121,n12446519
6829,n12447346,n12446519
6830,n12446519,n12425281
6831,n12446737,n12425281
6832,n12448700,n12425281
6833,n12449526,n12449296
6834,n12449784,n12449296
6835,n12449934,n12449296
6836,n12449296,n12425281
6837,n12450607,n12450344
6838,n12450840,n12450344
6839,n12451070,n12450344
6840,n12451240,n12450344
6841,n12451399,n12450344
6842,n12450344,n12425281
6843,n12451566,n12425281
6844,n12454436,n12454159
6845,n12454556,n12454159
6846,n12454705,n12454159
6847,n12454793,n12454159
6848,n12454949,n12454159
6849,n12454159,n12425281
6850,n12457091,n12456845
6851,n12456845,n12425281
6852,n12458550,n12458383
6853,n12458713,n12458383
6854,n12458874,n12458383
6855,n12458383,n12425281
6856,n12459275,n12425281
6857,n12460957,n12460697
6858,n12461109,n12460697
6859,n12460697,n12425281
6860,n12461673,n12461466
6861,n12461466,n12425281
6862,n12462221,n12462032
6863,n12462032,n12425281
6864,n12462582,n12425281
6865,n12463975,n12463743
6866,n12464128,n12463743
6867,n12463743,n12425281
6868,n12464649,n12464476
6869,n12464476,n12425281
6870,n12465557,n12425281
6871,n12467018,n12466727
6872,n12467197,n12466727
6873,n12467433,n12466727
6874,n12467592,n12466727
6875,n12466727,n12425281
6876,n12468545,n12468243
6877,n12468719,n12468243
6878,n12468900,n12468243
6879,n12469157,n12468243
6880,n12468243,n12425281
6881,n12471544,n12425281
6882,n12472326,n12472024
6883,n12472559,n12472024
6884,n12472778,n12472024
6885,n12472024,n12425281
6886,n12473171,n12425281
6887,n12473608,n12425281
6888,n12473840,n12425281
6889,n12474418,n12474167
6890,n12474167,n12425281
6891,n12425281,n13134302
6892,n12452256,n12451915
6893,n12452480,n12451915
6894,n12452673,n12451915
6895,n12452836,n12451915
6896,n12453018,n12451915
6897,n12453186,n12451915
6898,n12453539,n12451915
6899,n12453714,n12451915
6900,n12453857,n12451915
6901,n12451915,n13134302
6902,n12455540,n13134302
6903,n12459882,n12459629
6904,n12460146,n12459629
6905,n12460308,n12459629
6906,n12459629,n13134302
6907,n13134302,n13083586
6908,n12423444,n12423211
6909,n12423211,n13134844
6910,n13134844,n13083586
6911,n13217494,n13083586
6912,n13217993,n13083586
6913,n13083586,n00017222
6914,n11723227,n11722982
6915,n11723452,n11722982
6916,n11722982,n13100156
6917,n11724109,n11723770
6918,n11724363,n11723770
6919,n11723770,n13100156
6920,n11734093,n11733904
6921,n11734300,n11733904
6922,n11734493,n11733904
6923,n11734698,n11733904
6924,n11733904,n13100156
6925,n11767630,n11767354
6926,n11767877,n11767354
6927,n11768108,n11767354
6928,n11767354,n13100156
6929,n11773987,n13100156
6930,n12455950,n13100156
6931,n12677612,n13100156
6932,n12766595,n13100156
6933,n12766869,n13100156
6934,n12767208,n13100156
6935,n12767423,n13100156
6936,n12767648,n13100156
6937,n12915140,n13100156
6938,n12931231,n13100156
6939,n12934985,n13100156
6940,n12935166,n13100156
6941,n12935609,n13100156
6942,n12940939,n13100156
6943,n12941220,n13100156
6944,n13100156,n00017222
6945,n12366186,n13122985
6946,n12608127,n13122985
6947,n12830789,n12830568
6948,n12830568,n13122985
6949,n13123309,n13122985
6950,n12366313,n13123431
6951,n13123431,n13122985
6952,n13122985,n00017222
6953,n13123841,n13123681
6954,n13124019,n13123681
6955,n13123681,n00017222
6956,n13124654,n00017222
6957,n13179056,n00017222
6958,n00017222,n00004475
6959,n09201998,n09287968
6960,n09393524,n09217230
6961,n09217230,n09287968
6962,n09239302,n09238926
6963,n09257843,n09238926
6964,n09294877,n09238926
6965,n09238926,n09287968
6966,n09259025,n09246464
6967,n09398677,n09246464
6968,n09246464,n09287968
6969,n09264803,n09287968
6970,n09264803,n09193282
6971,n09266604,n09287968
6972,n09283066,n09287968
6973,n09283866,n09287968
6974,n09194227,n09289331
6975,n09396608,n09255070
6976,n09255070,n09289331
6977,n09391774,n09289331
6978,n09289331,n09309292
6979,n09295210,n09308572
6980,n09308572,n09309292
6981,n09308572,n09281777
6982,n09308743,n09309292
6983,n09309046,n09309292
6984,n09309168,n09309292
6985,n09309292,n09287968
6986,n09331251,n09287968
6987,n09348460,n09287968
6988,n09357447,n09287968
6989,n09362316,n09287968
6990,n09245515,n09215437
6991,n09421031,n09215437
6992,n09457979,n09215437
6993,n09215437,n09366017
6994,n09330378,n09217638
6995,n09186592,n09376526
6996,n09255207,n09376526
6997,n09255343,n09376526
6998,n09369039,n09376526
6999,n09464221,n09376526
7000,n09376526,n09217638
7001,n09415671,n09217638
7002,n09474895,n09448690
7003,n09448690,n09217638
7004,n09217638,n09366017
7005,n09249155,n09259219
7006,n09344324,n09259219
7007,n09259219,n09366017
7008,n09474765,n09230041
7009,n09230041,n09304750
7010,n09290350,n09304750
7011,n09325038,n09304750
7012,n04488295,n09393108
7013,n09214269,n09393108
7014,n09226869,n09393108
7015,n09268007,n09393108
7016,n09280113,n09393108
7017,n09402944,n09393108
7018,n09422190,n09393108
7019,n09425019,n09393108
7020,n09454744,n09393108
7021,n09393108,n09304750
7022,n09398076,n09304750
7023,n09403086,n09304750
7024,n09481036,n09304750
7025,n09304750,n09366017
7026,n09422631,n09335809
7027,n09335809,n09344198
7028,n09344198,n09366017
7029,n09435739,n09366017
7030,n09461315,n09366017
7031,n09452291,n09462773
7032,n09462773,n09366017
7033,n09262690,n09468604
7034,n09289596,n09468604
7035,n09206896,n09300306
7036,n09269882,n09300306
7037,n09474010,n09300306
7038,n09300306,n09468604
7039,n09264599,n09305031
7040,n09305031,n09468604
7041,n09375606,n09468604
7042,n09233446,n09405787
7043,n09295946,n09290444
7044,n09290444,n09405787
7045,n09405787,n09468604
7046,n09410224,n09468604
7047,n09468604,n09366017
7048,n09366017,n09287968
7049,n09269341,n09302616
7050,n09351905,n09453008
7051,n09456207,n09453008
7052,n09453008,n09302616
7053,n09302616,n09366317
7054,n09230202,n09303008
7055,n09283405,n09303008
7056,n09199101,n09326662
7057,n09327077,n09326662
7058,n09357346,n09326662
7059,n09326662,n09303008
7060,n09459979,n09303008
7061,n09303008,n09366317
7062,n09193705,n09359803
7063,n09218641,n09359803
7064,n09300559,n09427752
7065,n09427752,n09359803
7066,n09472597,n09359803
7067,n09359803,n09366317
7068,n09362945,n09399592
7069,n09396465,n09399592
7070,n09399592,n09366317
7071,n09224725,n09213434
7072,n09433312,n09421799
7073,n09421799,n09213434
7074,n09213434,n09409512
7075,n09421951,n09214060
7076,n09214060,n09409512
7077,n09214060,n09214581
7078,n09429630,n09270735
7079,n09270735,n09409512
7080,n09274305,n09409512
7081,n09219233,n09337253
7082,n09337253,n09409512
7083,n09210862,n09256479
7084,n09214916,n09256479
7085,n09325395,n09256479
7086,n09256479,n09406793
7087,n09406793,n09409512
7088,n09411295,n09409512
7089,n09409512,n09366317
7090,n09452760,n09366317
7091,n09366317,n09287968
7092,n09376786,n09287968
7093,n09403734,n09287968
7094,n09407194,n09287968
7095,n09205509,n09409752
7096,n09304376,n09409752
7097,n09409752,n09287968
7098,n09409898,n09287968
7099,n09332890,n09433442
7100,n08596076,n09428293
7101,n09335693,n09428293
7102,n09428628,n09428293
7103,n09458269,n09428293
7104,n09428293,n09433442
7105,n09447666,n09433442
7106,n09433442,n09287968
7107,n09466678,n09206985
7108,n09206985,n09437454
7109,n09415584,n09213565
7110,n09475925,n09213565
7111,n09213565,n09437454
7112,n09213828,n09437454
7113,n09233603,n09437454
7114,n09248153,n09437454
7115,n09269472,n09265620
7116,n09445008,n09265620
7117,n09265620,n09437454
7118,n09274152,n09437454
7119,n09228055,n09303528
7120,n09303528,n09437454
7121,n09361517,n09437454
7122,n09391644,n09437454
7123,n09436444,n09437454
7124,n09437454,n09287968
7125,n09284917,n09443453
7126,n09288635,n09443453
7127,n09305898,n09443453
7128,n09443453,n09287968
7129,n09454153,n09287968
7130,n09226498,n09470222
7131,n09470222,n09287968
7132,n09231117,n09472413
7133,n09344724,n09472413
7134,n09472413,n09287968
7135,n09474412,n09287968
7136,n09476123,n09287968
7137,n09287968,n00002684
7138,n02866386,n03154073
7139,n04057215,n02848216
7140,n04503593,n02844307
7141,n03977266,n02811468
7142,n04098399,n03240327
7143,n03192907,n03154073
7144,n03498866,n03075097
7145,n03240327,n02844307
7146,n02830157,n04451818
7147,n02848216,n03154446
7148,n02668393,n04451818
7149,n03682380,n02811468
7150,n03939062,n02844307
7151,n02668613,n02668393
7152,n02921292,n02844307
7153,n03117642,n02844307
7154,n02811468,n02903006
7155,n03624400,n02848216
7156,n02682311,n03265032
7157,n03030557,n03154073
7158,n02993877,n02844307
7159,n03075097,n04451818
7160,n03353147,n03240327
7161,n04266849,n02844307
7162,n03004531,n02844307
7163,n02844307,n03154446
7164,n03043173,n04451818
7165,n03108455,n03240327
7166,n03304323,n02844307
7167,n04312020,n02668393
7168,n02903006,n02764044
7169,n03077442,n02764044
7170,n03226090,n02764044
7171,n03346289,n02764044
7172,n02904109,n03498962
7173,n03039156,n03498962
7174,n03477773,n03498962
7175,n03498962,n02764044
7176,n03556679,n02764044
7177,n03977430,n02764044
7178,n02764044,n03265032
7179,n02922461,n03020692
7180,n03067212,n03020692
7181,n03247495,n03020692
7182,n03349367,n03020692
7183,n04094438,n03020692
7184,n04597400,n03020692
7185,n03020692,n03265032
7186,n03449309,n03265032
7187,n03482727,n03265032
7188,n03523398,n03265032
7189,n02794368,n03623556
7190,n02864987,n03623556
7191,n02880842,n03623556
7192,n02893941,n03623556
7193,n02927053,n03623556
7194,n02973904,n03623556
7195,n02976123,n03623556
7196,n03041632,n03623556
7197,n03235327,n03623556
7198,n03549473,n03623556
7199,n03658185,n03623556
7200,n03675076,n03623556
7201,n03889397,n03623556
7202,n03890093,n03623556
7203,n03038480,n03973628
7204,n03911658,n03973628
7205,n04373089,n03973628
7206,n03973628,n03623556
7207,n04016479,n03623556
7208,n04237287,n03623556
7209,n02985506,n04364827
7210,n03637618,n04364827
7211,n04142434,n04364827
7212,n04364827,n03623556
7213,n04364827,n04364545
7214,n02928049,n04380346
7215,n02976249,n04380346
7216,n03352366,n04380346
7217,n04307986,n04380346
7218,n04380346,n03623556
7219,n04380346,n03153375
7220,n03623556,n03265032
7221,n03731019,n03929202
7222,n03929202,n03265032
7223,n02815478,n03954731
7224,n02854532,n03954731
7225,n02917607,n03954731
7226,n03004620,n03954731
